case,abc,ric3_baseline,ric3_dynamic,ric3_adaptive,ric3_reverse_topo,ric3_reverse_topo_inn,ric3_flip_high,ric3_dynamic_reverse_topo,ric3_multi_mic,ric3_mab,baseline_speedup,dynamic_speedup,dynamic_vs_baseline_ratio,adaptive_vs_baseline_ratio,adaptive_vs_dynamic_ratio,reverse_vs_baseline_ratio,reverse_topo_inn_vs_baseline_ratio,reverse_vs_dynamic_ratio,reverse_topo_inn_vs_dynamic_ratio,flip_vs_baseline_ratio,dynamic_reverse_topo_vs_baseline_ratio,dynamic_reverse_topo_vs_dynamic_ratio,multi_mic_vs_baseline_ratio,multi_mic_vs_dynamic_ratio
6s410rb043,0.16,7.48,7.63,9.12,7.63,1.88,7.67,8.01,7.61,10.08,46.75,47.6875,0.980340760157274,0.8201754385964913,0.8366228070175439,0.980340760157274,3.9787234042553195,1.0,4.058510638297872,0.9752281616688397,0.933832709113608,0.9525593008739076,0.9829172141918529,1.002628120893561
6s102,3600.0,0.78,1.72,1.79,1.57,3600.0,0.64,2.54,1.21,0.86,0.00021666666666666668,0.00047777777777777776,0.4534883720930233,0.43575418994413406,0.9608938547486033,0.4968152866242038,0.00021666666666666668,1.0955414012738853,0.00047777777777777776,1.21875,0.30708661417322836,0.6771653543307087,0.6446280991735538,1.421487603305785
beembrptwo3b2,0.01,128.19,128.88,175.89,1753.0,546.88,665.55,1825.9,0.05,2875.96,12819.0,12888.0,0.9946461824953445,0.7288077775882654,0.7327306839501961,0.07312606959498004,0.23440242832065536,0.07351968054763262,0.23566413107080164,0.19260761775974758,0.07020647351990798,0.07058436935210033,2563.7999999999997,2577.6
oski1rub01,3600.0,3600.0,3600.0,3600.0,3600.0,3600.0,3600.0,3600.0,12.97,3600.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,277.56360832690825,277.56360832690825
eijks382,0.0,1.33,1.32,1.18,1.51,9.81,2.21,1.53,0.01,0.78,inf,inf,1.0075757575757576,1.1271186440677967,1.1186440677966103,0.880794701986755,0.13557594291539246,0.8741721854304636,0.1345565749235474,0.6018099547511313,0.869281045751634,0.8627450980392157,133.0,132.0
6s203b19,3600.0,141.71,134.93,243.57,115.87,311.33,48.95,266.83,55.21,87.45,0.03936388888888889,0.03748055555555556,1.0502482768843104,0.5818039988504332,0.553968058463686,1.223008544057996,0.45517617961648416,1.1644946923276085,0.433398644525102,2.8949948927477016,0.5310872090844359,0.5056777723644268,2.5667451548632494,2.4439413149791704
beemtrngt5f1,3600.0,3600.0,3600.0,922.66,3600.0,3600.0,3600.0,3600.0,0.02,82.83,1.0,1.0,1.0,3.9017622959703466,3.9017622959703466,1.0,1.0,1.0,1.0,1.0,1.0,1.0,180000.0,180000.0
oski15a01b77s,0.58,1.0,1.03,4.28,1.04,0.52,1.0,1.09,1.02,1.14,1.7241379310344829,1.7758620689655173,0.970873786407767,0.2336448598130841,0.24065420560747663,0.9615384615384615,1.923076923076923,0.9903846153846154,1.9807692307692308,1.0,0.9174311926605504,0.944954128440367,0.9803921568627451,1.0098039215686274
6s292rb037,3600.0,3600.0,3600.0,3600.0,3600.0,3600.0,3600.0,3600.0,0.5,3600.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,7200.0,7200.0
cal21,0.0,0.72,0.71,0.66,517.29,0.01,1.02,530.14,0.6,0.44,inf,inf,1.0140845070422535,1.0909090909090908,1.0757575757575757,0.0013918691642985559,72.0,0.0013725376481277427,71.0,0.7058823529411764,0.0013581318142377485,0.0013392688723733353,1.2,1.1833333333333333
marlann_compute_cp_fail1-p2,0.01,0.03,0.03,0.1,0.03,0.02,0.03,0.03,0.0,0.06,3.0,3.0,1.0,0.3,0.3,1.0,1.5,1.0,1.5,1.0,1.0,1.0,inf,inf
vgasim_imgfifo-p082,0.01,1.39,1.0,2.31,1.96,8.38,0.68,1.46,0.1,3.71,139.0,100.0,1.39,0.6017316017316017,0.4329004329004329,0.7091836734693877,0.16587112171837706,0.5102040816326531,0.11933174224343675,2.0441176470588234,0.9520547945205479,0.684931506849315,13.899999999999999,10.0
imgfifo-p083,3600.0,3600.0,3600.0,3600.0,3600.0,3600.0,3600.0,3600.0,0.2,3600.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,18000.0,18000.0
cal137,0.08,6.88,7.05,9.49,8.15,5.34,9.02,7.69,2.47,9.25,86.0,88.125,0.975886524822695,0.7249736564805057,0.7428872497365647,0.8441717791411042,1.2883895131086143,0.8650306748466257,1.3202247191011236,0.762749445676275,0.894668400520156,0.9167750325097529,2.7854251012145745,2.8542510121457485
oski15a10b03s,0.24,1.65,1.71,2.22,1.76,1.42,1.66,1.99,1.66,1.53,6.875,7.125,0.9649122807017544,0.7432432432432431,0.7702702702702702,0.9375,1.1619718309859155,0.9715909090909091,1.204225352112676,0.9939759036144579,0.829145728643216,0.8592964824120602,0.9939759036144579,1.0301204819277108
qspiflash_dualflexpress_divthree-p136,0.01,0.36,0.33,0.33,0.26,0.5,0.3,0.26,0.16,0.72,36.0,33.0,1.0909090909090908,1.0909090909090908,1.0,1.3846153846153846,0.72,1.2692307692307692,0.66,1.2,1.3846153846153846,1.2692307692307692,2.25,2.0625
atxfifo-p38,0.0,0.13,0.12,0.13,0.12,0.07,0.26,0.2,0.01,0.08,inf,inf,1.0833333333333335,1.0,0.923076923076923,1.0833333333333335,1.857142857142857,1.0,1.714285714285714,0.5,0.65,0.6,13.0,12.0
dspfilters_fastfir_second-p07,0.55,13.26,18.17,9.16,12.19,115.33,11.64,13.47,14.74,10.6,24.109090909090906,33.03636363636364,0.7297743533296642,1.447598253275109,1.9836244541484718,1.0877768662838392,0.114974421226047,1.4905660377358492,0.1575479060088442,1.1391752577319587,0.9844097995545656,1.3489235337787677,0.8995929443690638,1.2327001356852103
qspiflash_qflexpress_divfive-p077,0.0,0.11,0.11,0.13,0.12,0.08,0.12,0.13,0.03,0.17,inf,inf,1.0,0.8461538461538461,0.8461538461538461,0.9166666666666667,1.375,0.9166666666666667,1.375,0.9166666666666667,0.8461538461538461,0.8461538461538461,3.666666666666667,3.666666666666667
6s362rb0,3600.0,3600.0,3600.0,3600.0,3600.0,3600.0,3600.0,3600.0,0.08,3600.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,45000.0,45000.0
oc8051gm49pc,3600.0,933.85,848.15,2875.78,3600.0,3600.0,2389.43,1159.33,0.95,1047.48,0.25940277777777776,0.2355972222222222,1.10104344750339,0.32472929083587754,0.29492868021893187,0.25940277777777776,0.25940277777777776,0.2355972222222222,0.2355972222222222,0.39082542698467837,0.805508353963065,0.731586347286795,983.0000000000001,892.7894736842105
zipcpu-zipmmu-p24,3600.0,3600.0,134.63,3600.0,3600.0,3600.0,3600.0,3600.0,0.02,3600.0,1.0,0.03739722222222222,26.739953947857092,1.0,0.03739722222222222,1.0,1.0,0.03739722222222222,0.03739722222222222,1.0,1.0,0.03739722222222222,180000.0,6731.5
6s204b16,3600.0,3600.0,3600.0,3600.0,3600.0,3600.0,3600.0,3600.0,5.91,3600.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,609.1370558375635,609.1370558375635
qspiflash_qflexpress_divfive-p121,0.01,1.09,1.11,1.02,1.37,1.54,1.32,1.42,0.11,0.62,109.0,111.00000000000001,0.9819819819819819,1.0686274509803921,1.0882352941176472,0.7956204379562044,0.7077922077922079,0.8102189781021898,0.7207792207792209,0.8257575757575758,0.767605633802817,0.7816901408450705,9.90909090909091,10.090909090909092
6s382r,3600.0,3600.0,3600.0,3600.0,3600.0,3600.0,3600.0,3600.0,23.88,3600.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,150.7537688442211,150.7537688442211
6s301rb527,0.17,0.38,0.4,3.11,0.4,0.75,0.41,0.39,0.38,0.48,2.235294117647059,2.3529411764705883,0.95,0.12218649517684887,0.12861736334405147,0.95,0.5066666666666667,1.0,0.5333333333333333,0.926829268292683,0.9743589743589743,1.0256410256410258,1.0,1.0526315789473684
qspiflash_dualflexpress_divthree-p068,0.01,12.12,6.59,112.42,5.9,2.99,10.82,14.83,1.31,23.21,1212.0,659.0,1.8391502276176024,0.10780999822095712,0.05861946272905177,2.054237288135593,4.053511705685618,1.1169491525423727,2.204013377926421,1.1201478743068392,0.8172623061362103,0.44436952124072826,9.251908396946565,5.030534351145038
ndista262144,3600.0,365.27,364.23,328.78,311.82,160.8,395.95,315.78,0.02,480.28,0.10146388888888888,0.101175,1.002855338659638,1.1109860697122695,1.1078228602713063,1.1714129946764158,2.2715796019900494,1.1680777371560516,2.2651119402985076,0.9225154691248895,1.156723035024384,1.1534296028880868,18263.5,18211.5
cal7,0.0,0.03,0.03,0.03,0.01,0.01,0.04,0.01,0.01,0.01,inf,inf,1.0,1.0,1.0,3.0,3.0,3.0,3.0,0.75,3.0,3.0,3.0,3.0
bc57sensorsp0,0.0,7.57,7.64,11.53,10.64,202.96,7.47,10.66,0.06,32.27,inf,inf,0.9908376963350786,0.6565481352992195,0.6626192541196878,0.7114661654135338,0.037297989751675205,0.7180451127819548,0.03764288529759558,1.0133868808567605,0.7101313320825516,0.7166979362101313,126.16666666666667,127.33333333333333
6s400rb02672,3600.0,3600.0,3600.0,3600.0,3600.0,3600.0,3600.0,3600.0,43.28,3600.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,83.1792975970425,83.1792975970425
pgm_protocol.2.prop5-back-serstep,3600.0,3600.0,3600.0,3600.0,3600.0,3600.0,3600.0,3600.0,3.86,3600.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,932.6424870466321,932.6424870466321
cal140,0.09,8.73,7.47,8.76,8.0,4.59,9.6,7.9,2.39,8.61,97.00000000000001,83.0,1.1686746987951808,0.9965753424657535,0.8527397260273972,1.09125,1.9019607843137256,0.93375,1.6274509803921569,0.909375,1.1050632911392404,0.9455696202531645,3.6527196652719667,3.125523012552301
bob9234spec7neg,0.0,0.02,0.02,0.04,0.02,0.02,0.02,0.02,0.0,0.03,inf,inf,1.0,0.5,0.5,1.0,1.0,1.0,1.0,1.0,1.0,1.0,inf,inf
bob3,0.0,0.55,0.56,0.74,0.67,2.97,0.73,0.67,0.4,0.44,inf,inf,0.9821428571428571,0.7432432432432433,0.7567567567567568,0.8208955223880597,0.18518518518518517,0.8358208955223881,0.18855218855218855,0.7534246575342467,0.8208955223880597,0.8358208955223881,1.375,1.4000000000000001
qspiflash_dualflexpress_divthree-p089,0.0,0.03,0.03,0.05,0.03,0.07,0.03,0.03,0.02,0.04,inf,inf,1.0,0.6,0.6,1.0,0.4285714285714285,1.0,0.4285714285714285,1.0,1.0,1.0,1.5,1.5
oski15a01b37s,0.6,0.97,1.06,4.13,1.0,0.54,0.98,1.0,1.0,1.06,1.6166666666666667,1.7666666666666668,0.9150943396226414,0.23486682808716708,0.2566585956416465,0.97,1.796296296296296,1.06,1.962962962962963,0.9897959183673469,0.97,1.06,0.97,1.06
bc57sensorsp2neg,0.0,9.81,9.85,15.61,16.63,141.06,15.75,16.86,0.06,32.85,inf,inf,0.9959390862944163,0.6284433055733505,0.6310057655349135,0.5898977751052316,0.06954487452148023,0.5923030667468431,0.06982844179781653,0.6228571428571429,0.5818505338078293,0.5842230130486358,163.50000000000003,164.16666666666666
oski1rub08,3600.0,3600.0,3600.0,3600.0,3600.0,3600.0,3600.0,3600.0,23.75,3600.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,151.57894736842104,151.57894736842104
fastfir-p041,0.08,4.57,3.73,4.64,3.93,4.08,4.05,4.8,0.67,5.51,57.125,46.625,1.2252010723860591,0.9849137931034484,0.8038793103448276,1.162849872773537,1.1200980392156863,0.9491094147582697,0.9142156862745098,1.128395061728395,0.9520833333333334,0.7770833333333333,6.82089552238806,5.567164179104477
zipcpu-pfcache-p05,0.0,0.14,0.15,0.36,0.12,0.21,0.14,0.12,0.07,0.41,inf,inf,0.9333333333333335,0.38888888888888895,0.4166666666666667,1.1666666666666667,0.6666666666666667,1.25,0.7142857142857143,1.0,1.1666666666666667,1.25,2.0,2.142857142857143
marlann_compute_cp_pass-p2,0.01,0.03,0.03,0.1,0.03,0.02,0.03,0.03,0.0,0.07,3.0,3.0,1.0,0.3,0.3,1.0,1.5,1.0,1.5,1.0,1.0,1.0,inf,inf
bobtuint30neg,0.0,0.03,0.04,0.05,0.03,0.01,0.03,0.03,0.03,0.05,inf,inf,0.75,0.6,0.7999999999999999,1.0,3.0,1.3333333333333335,4.0,1.0,1.0,1.3333333333333335,1.0,1.3333333333333335
qspiflash_qflexpress_divfive-p038,0.0,0.06,0.07,0.07,0.06,0.05,0.04,0.06,0.03,0.08,inf,inf,0.857142857142857,0.857142857142857,1.0,1.0,1.2,1.1666666666666667,1.4000000000000001,1.5,1.0,1.1666666666666667,2.0,2.3333333333333335
cal147,0.41,12.06,12.84,13.46,13.43,7.57,10.93,11.44,5.05,13.51,29.414634146341466,31.31707317073171,0.9392523364485982,0.8959881129271916,0.9539375928677563,0.8979895755770664,1.5931307793923382,0.9560685033507074,1.6961690885072653,1.1033851784080513,1.0541958041958044,1.1223776223776225,2.3881188118811885,2.5425742574257426
fastfir-p034,0.08,2.29,2.38,2.94,1.74,2.76,3.16,1.8,0.2,14.68,28.625,29.749999999999996,0.9621848739495799,0.7789115646258503,0.8095238095238095,1.3160919540229885,0.8297101449275364,1.367816091954023,0.8623188405797102,0.7246835443037974,1.2722222222222221,1.3222222222222222,11.45,11.899999999999999
fastfir-p043,0.32,6.83,6.51,7.91,6.66,7.17,6.39,7.77,0.32,13.24,21.34375,20.34375,1.0491551459293396,0.8634639696586599,0.8230088495575221,1.0255255255255256,0.9525801952580195,0.9774774774774774,0.9079497907949791,1.0688575899843507,0.8790218790218791,0.8378378378378378,21.34375,20.34375
picorv32_mutAY_nomem-p1,3600.0,3600.0,1277.39,3600.0,3600.0,3600.0,3600.0,1178.1,0.2,1506.66,1.0,0.3548305555555556,2.818246580918905,1.0,0.3548305555555556,1.0,1.0,0.3548305555555556,0.3548305555555556,1.0,3.055767761650115,1.0842797725150668,18000.0,6386.95
cal103,8.21,173.0,166.39,117.95,163.68,61.79,166.06,107.84,146.03,153.23,21.07186358099878,20.266747868453102,1.0397259450688143,1.466723187791437,1.4106824925816022,1.0569403714565004,2.79980579381777,1.0165566959921797,2.692830555106004,1.0417921233289174,1.6042284866468843,1.5429339762611274,1.1846880777922344,1.1394234061494213
h_RCU,3600.0,451.58,451.84,3600.0,94.07,300.58,3600.0,95.39,0.02,80.99,0.12543888888888888,0.1255111111111111,0.9994245750708215,0.12543888888888888,0.1255111111111111,4.800467736791751,1.5023620999401157,4.803231636015733,1.5032270942843835,0.12543888888888888,4.734039207464095,4.736764860048223,22579.0,22592.0
6s147,3600.0,3600.0,3600.0,3600.0,3600.0,3600.0,3600.0,3600.0,1.85,3600.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1945.9459459459458,1945.9459459459458
atxfifo-p14,0.0,0.78,0.77,0.41,0.53,0.22,0.62,0.5,0.01,0.66,inf,inf,1.012987012987013,1.902439024390244,1.878048780487805,1.471698113207547,3.5454545454545454,1.4528301886792452,3.5,1.2580645161290323,1.56,1.54,78.0,77.0
pdtswvsam4x8p4,0.01,808.88,706.05,1030.41,877.59,3600.0,1007.88,882.44,0.02,420.93,80888.0,70605.0,1.1456412435379932,0.7850079094729282,0.6852126823303344,0.9217060358481751,0.22468888888888888,0.8045328684237514,0.196125,0.8025558598245823,0.9166402248311499,0.80011105570917,40444.0,35302.5
atxfifo-p29,0.0,0.0,0.01,0.01,0.0,0.0,0.0,0.0,0.0,0.01,,inf,0.0,0.0,1.0,,,inf,inf,,,inf,,inf
qspiflash_qflexpress_divfive-p094,0.0,0.41,0.41,0.56,0.36,0.45,0.19,0.36,0.25,0.37,inf,inf,1.0,0.732142857142857,0.732142857142857,1.1388888888888888,0.911111111111111,1.1388888888888888,0.911111111111111,2.1578947368421053,1.1388888888888888,1.1388888888888888,1.64,1.64
oc8051gm9ddata,3600.0,246.6,831.83,286.54,1717.1,3600.0,1494.71,310.71,0.67,1419.03,0.0685,0.2310638888888889,0.2964548044672589,0.8606128289244084,2.903015285823969,0.14361423330033196,0.0685,0.4844388795061441,0.2310638888888889,0.16498183594142007,0.7936661195326833,2.677190949760227,368.0597014925373,1241.5373134328358
pdtswvsam6x8p1,0.01,0.05,0.05,0.1,0.04,0.07,0.05,0.04,0.01,0.05,5.0,5.0,1.0,0.5,0.5,1.25,0.7142857142857143,1.25,0.7142857142857143,1.0,1.25,1.25,5.0,5.0
6s221rb14,0.17,1.88,2.57,5.06,1.82,3.31,1.77,1.72,2.24,3.09,11.058823529411763,15.117647058823527,0.7315175097276264,0.3715415019762846,0.5079051383399209,1.0329670329670328,0.5679758308157099,1.412087912087912,0.7764350453172205,1.0621468926553672,1.0930232558139534,1.494186046511628,0.8392857142857142,1.1473214285714284
eijks208c,0.0,0.03,0.02,0.02,0.02,0.01,0.02,0.02,0.01,0.04,inf,inf,1.5,1.5,1.0,1.5,3.0,1.0,2.0,1.5,1.5,1.0,3.0,2.0
intel012,3600.0,3600.0,3600.0,3600.0,3600.0,3600.0,3600.0,3600.0,725.64,3600.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,4.96113775425831,4.96113775425831
pdtvisbpb0,0.01,0.0,0.01,0.01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,,,inf,inf,,,inf,,inf
6s311rb1,3600.0,0.52,0.46,0.85,0.47,3600.0,0.46,0.45,0.45,3600.0,0.00014444444444444444,0.0001277777777777778,1.1304347826086956,0.611764705882353,0.5411764705882354,1.1063829787234043,0.00014444444444444444,0.9787234042553192,0.0001277777777777778,1.1304347826086956,1.1555555555555557,1.0222222222222221,1.1555555555555557,1.0222222222222221
eijks208,0.0,0.03,0.02,0.02,0.02,0.01,0.02,0.02,0.01,0.02,inf,inf,1.5,1.5,1.0,1.5,3.0,1.0,2.0,1.5,1.5,1.0,3.0,2.0
fastfir-p012,0.08,6.6,7.17,7.13,6.29,8.78,7.01,8.17,0.34,16.09,82.5,89.625,0.9205020920502092,0.9256661991584852,1.0056100981767182,1.0492845786963434,0.7517084282460137,1.1399046104928459,0.816628701594533,0.94151212553495,0.8078335373317013,0.8776009791921665,19.41176470588235,21.088235294117645
6s389b11,0.03,0.39,0.38,0.61,0.4,0.11,0.39,0.4,0.35,0.43,13.000000000000002,12.666666666666668,1.0263157894736843,0.639344262295082,0.6229508196721312,0.975,3.5454545454545454,0.95,3.4545454545454546,1.0,0.975,0.95,1.1142857142857143,1.0857142857142859
fastfir-p091,0.09,4.96,5.06,5.37,5.28,6.57,5.2,5.7,0.24,4.41,55.111111111111114,56.22222222222222,0.9802371541501977,0.9236499068901304,0.9422718808193667,0.9393939393939393,0.7549467275494672,0.9583333333333333,0.7701674277016742,0.9538461538461538,0.8701754385964912,0.8877192982456139,20.666666666666668,21.083333333333332
bob12s02,3600.0,1048.51,1031.13,1045.0,1035.36,3600.0,1040.52,1054.52,1029.35,3600.0,0.29125277777777775,0.28642500000000004,1.0168552946767138,1.0033588516746412,0.9867272727272728,1.0127008963065987,0.29125277777777775,0.9959144645340753,0.28642500000000004,1.0076788528812517,0.9943007245002465,0.9778192921898116,1.0186136882498664,1.0017292466119398
6s209b1,0.01,2.0,3.21,1.44,1.32,12.66,3.11,1.55,2.83,2.08,200.0,321.0,0.6230529595015576,1.3888888888888888,2.2291666666666665,1.5151515151515151,0.1579778830963665,2.4318181818181817,0.25355450236966826,0.6430868167202572,1.2903225806451613,2.0709677419354837,0.7067137809187279,1.1342756183745584
beemtrngt4b1,0.01,0.22,0.22,0.33,0.23,0.91,0.49,0.23,0.07,62.18,22.0,22.0,1.0,0.6666666666666666,0.6666666666666666,0.9565217391304347,0.24175824175824176,0.9565217391304347,0.24175824175824176,0.4489795918367347,0.9565217391304347,0.9565217391304347,3.142857142857143,3.142857142857143
atxfifo-p13,0.0,0.61,0.68,0.41,0.85,0.19,0.9,0.92,0.02,1.12,inf,inf,0.8970588235294117,1.4878048780487805,1.6585365853658538,0.7176470588235294,3.2105263157894735,0.8,3.5789473684210527,0.6777777777777777,0.6630434782608695,0.7391304347826088,30.5,34.0
qspiflash_dualflexpress_divthree-p046,0.01,0.2,0.3,0.08,0.09,0.11,0.07,0.08,0.08,0.1,20.0,30.0,0.6666666666666667,2.5,3.75,2.2222222222222223,1.8181818181818183,3.3333333333333335,2.727272727272727,2.857142857142857,2.5,3.75,2.5,3.75
cmuperiodic,0.0,2.78,2.83,2.7,2.51,2.2,2.72,2.72,0.18,2.84,inf,inf,0.9823321554770317,1.0296296296296295,1.048148148148148,1.107569721115538,1.2636363636363634,1.1274900398406376,1.2863636363636364,1.0220588235294117,1.0220588235294117,1.040441176470588,15.444444444444445,15.722222222222223
synabs2,0.0,0.01,0.01,0.01,0.01,0.0,0.0,0.01,0.0,0.01,inf,inf,1.0,1.0,1.0,1.0,inf,1.0,inf,inf,1.0,1.0,inf,inf
VexRiscv-regch0-20-p1,3600.0,3600.0,3600.0,3600.0,3600.0,3600.0,3600.0,3600.0,0.31,3600.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,11612.90322580645,11612.90322580645
pdtswvtma6x6p2,0.0,28.24,28.08,24.38,39.85,106.75,37.01,40.36,0.01,69.3,inf,inf,1.0056980056980056,1.158326497128794,1.1517637407711239,0.7086574654956085,0.26454332552693205,0.704642409033877,0.2630444964871194,0.7630370170224263,0.6997026759167492,0.6957383548067393,2824.0,2807.9999999999995
frogs.5.prop1-func-interl,3600.0,1.92,1.89,4.74,1.04,611.84,1.7,1.02,0.8,0.85,0.0005333333333333334,0.000525,1.0158730158730158,0.4050632911392405,0.39873417721518983,1.846153846153846,0.003138075313807531,1.817307692307692,0.0030890428870292883,1.1294117647058823,1.8823529411764706,1.852941176470588,2.4,2.3625
pdtvisgoodbakery0,0.01,0.13,0.13,0.19,0.15,0.66,0.16,0.14,0.01,1.73,13.0,13.0,1.0,0.6842105263157895,0.6842105263157895,0.8666666666666667,0.19696969696969696,0.8666666666666667,0.19696969696969696,0.8125,0.9285714285714285,0.9285714285714285,13.0,13.0
picorv32-check-p06,0.03,0.23,0.23,0.4,0.19,0.08,0.22,0.19,0.22,0.19,7.666666666666667,7.666666666666667,1.0,0.575,0.575,1.2105263157894737,2.875,1.2105263157894737,2.875,1.0454545454545454,1.2105263157894737,1.2105263157894737,1.0454545454545454,1.0454545454545454
gen14,0.01,0.0,0.01,0.06,0.0,0.0,0.0,0.0,0.0,0.01,0.0,1.0,0.0,0.0,0.16666666666666669,,,inf,inf,,,inf,,inf
fastfir-p077,0.04,3.09,3.1,3.52,3.01,3.14,2.89,3.55,0.26,6.69,77.25,77.5,0.996774193548387,0.8778409090909091,0.8806818181818182,1.026578073089701,0.984076433121019,1.0299003322259137,0.9872611464968153,1.069204152249135,0.8704225352112676,0.8732394366197184,11.884615384615383,11.923076923076923
pdtswvroz8x8p1,0.0,0.12,0.12,0.18,0.23,1.02,0.1,0.23,0.01,0.39,inf,inf,1.0,0.6666666666666666,0.6666666666666666,0.5217391304347826,0.11764705882352941,0.5217391304347826,0.11764705882352941,1.2,0.5217391304347826,0.5217391304347826,12.0,12.0
blocks.4.prop1-back-serstep,0.01,1464.37,1486.09,1451.98,3.94,69.9,117.27,4.05,34.39,242.7,146437.0,148609.0,0.9853844652746468,1.0085331753880906,1.0234920591192715,371.6675126903553,20.949499284692415,377.1802030456853,21.26022889842632,12.487166368210113,361.57283950617284,366.9358024691358,42.581273626054085,43.2128525734225
nusmvreactorp2,0.0,10.26,10.25,10.67,17.39,22.16,9.68,17.5,0.01,4.69,inf,inf,1.0009756097560976,0.9615745079662605,0.9606373008434864,0.5899942495687176,0.4629963898916967,0.5894192064404831,0.46254512635379064,1.0599173553719008,0.5862857142857143,0.5857142857142857,1026.0,1025.0
nusmvreactorp3,0.0,0.04,0.05,0.05,0.04,0.02,0.04,0.05,0.02,0.12,inf,inf,0.7999999999999999,0.7999999999999999,1.0,1.0,2.0,1.25,2.5,1.0,0.7999999999999999,1.0,2.0,2.5
vgasim_imgfifo-p039,3600.0,3600.0,3600.0,3600.0,3600.0,3600.0,3600.0,3600.0,0.17,3600.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,21176.470588235294,21176.470588235294
power2sum32,0.0,0.03,0.03,0.03,0.05,0.02,0.03,0.05,0.0,0.05,inf,inf,1.0,1.0,1.0,0.6,1.5,0.6,1.5,1.0,0.6,0.6,inf,inf
bjrb07amba1andenv,0.0,0.02,0.02,0.02,0.02,0.01,0.01,0.02,0.01,0.02,inf,inf,1.0,1.0,1.0,1.0,2.0,1.0,2.0,2.0,1.0,1.0,2.0,2.0
qspiflash_dualflexpress_divfive-p112,0.01,0.77,0.78,0.56,0.16,0.21,0.26,0.16,0.05,1.26,77.0,78.0,0.9871794871794871,1.375,1.3928571428571428,4.8125,3.666666666666667,4.875,3.7142857142857144,2.9615384615384617,4.8125,4.875,15.4,15.6
pdtvsarmultip29,3600.0,13.8,13.72,14.64,13.98,3600.0,14.7,13.91,0.02,17.92,0.0038333333333333336,0.0038111111111111115,1.0058309037900874,0.9426229508196722,0.9371584699453552,0.9871244635193134,0.0038333333333333336,0.9814020028612304,0.0038111111111111115,0.9387755102040817,0.9920920201294033,0.9863407620416966,690.0,686.0
6s271rb045,0.14,4.72,4.45,6.21,3.97,0.92,4.32,4.07,3.85,6.56,33.71428571428571,31.785714285714285,1.0606741573033707,0.7600644122383252,0.7165861513687601,1.1889168765743072,5.130434782608695,1.1209068010075567,4.836956521739131,1.0925925925925926,1.1597051597051595,1.0933660933660934,1.225974025974026,1.155844155844156
qspiflash_dualflexpress_divfive-p092,0.01,0.06,0.05,0.07,0.03,0.01,0.03,0.03,0.04,0.03,6.0,5.0,1.2,0.857142857142857,0.7142857142857143,2.0,6.0,1.6666666666666667,5.0,2.0,2.0,1.6666666666666667,1.5,1.25
6s150,3600.0,1430.61,715.21,3600.0,894.27,3600.0,3600.0,36.3,0.05,74.08,0.39739166666666664,0.19866944444444445,2.000265656240824,0.39739166666666664,0.19866944444444445,1.5997517528263276,0.39739166666666664,0.7997696445145203,0.19866944444444445,0.39739166666666664,39.41074380165289,19.70275482093664,28612.199999999997,14304.2
picorv32_mutCX_nomem-p0,3600.0,3600.0,793.88,3600.0,3600.0,3600.0,3600.0,833.91,6.6,1236.13,1.0,0.22052222222222223,4.534690381417847,1.0,0.22052222222222223,1.0,1.0,0.22052222222222223,0.22052222222222223,1.0,4.317012627261935,0.9519972179251958,545.4545454545455,120.2848484848485
picorv32_mutBX_nomem-p1,3600.0,3600.0,959.91,3600.0,3600.0,3600.0,3600.0,735.56,0.63,1005.19,1.0,0.26664166666666667,3.7503515954620745,1.0,0.26664166666666667,1.0,1.0,0.26664166666666667,0.26664166666666667,1.0,4.894230246342922,1.3050057099352874,5714.285714285715,1523.6666666666665
power2eq2048,0.0,0.45,0.45,0.45,0.47,0.72,0.51,0.49,0.01,0.84,inf,inf,1.0,1.0,1.0,0.9574468085106383,0.625,0.9574468085106383,0.625,0.8823529411764706,0.9183673469387755,0.9183673469387755,45.0,45.0
